Kind_f1	Der Anlaß für den Volkszorn war dieses Mal der Tod eines 	Kindeskeywordtag 	
Kind_f1	Auf sozialdemokratisch hieße das Wir haben viel Verständnis für die Genossen und ihrekeywordtag 	Kinderkeywordtag 	die durch Zwangsverschmelzung Mitglieder der SED geworden sind 
Kind_f1	Das Massaker an Angehörigen des Yanomamni-Volkes vor allem Frauen und 	Kindernkeywordtag 	war im Juli 1993 im venezolanischen Grenzland gegenüber Brasilien verübt worden und hatte weltweit Proteste ausgelöst 
Kind_f1	Dort sei die Entführung von Zivilisten Männern Frauen und 	Kindernkeywordtag 	gleich welcher Religion ein Mittel der Kriegsführung geworden sagte Biro 
Kind_f1	Bei einer schweren Gasexplosion in einer französischen Schule sind am Dienstag mindestens 24 Menschen verletzt worden die meisten davon 	Kinderkeywordtag 	
Kind_f1	Zwei Personen erlitten nach Angaben der Feuerwehr schwere Verbrennungen darunter ein 	Kindkeywordtag 	das durch die Wucht der Explosion aus dem Fenster geschleudert wurde 
Kind_f2	Regierung will Rechte des 	Kindeskeywordtag 	verbessern 
Kind_f1	Die deutsche Bundesregierung werde eine Zurücknahme der Vorbehalte prüfen die sie bei der Unterzeichnung der UN-Konvention über die Rechte des 	Kindeskeywordtag 	angebracht hat 
Kind_f1	Eigentliche Verstöße gegen das internationale Vertragswerk zum Schutz des 	Kindeskeywordtag 	seien Deutschland nicht vorgeworfen worden sagte Wabnitz in einem Pressegespräch 
Kind_f1	Deutsche Kinderschutzverbände hatten der Bundesregierung Verstöße gegen die Konvention vorgeworfen insbesondere die eingeschränkten Rechte minderjähriger Flüchtlinge und die Benachteiligung ausländischerkeywordtag 	Kinderkeywordtag 	
Kind_f1	Rebellen rekrutieren 	Kinderkeywordtag 	
Kind_f1	Von den 580 000 Menschen ohne Bleibe seien 180 000 	Kinderkeywordtag 	und Jugendliche und etwa 170 000 Frauen 
Kind_f1	Halbe Million 	Kinderkeywordtag 	in Afrika umgebracht 
Kind_f1	Eine halbe Million 	Kinderkeywordtag 	sind 1994 in Afrika an den Folgen von Kriegen gestorben 
Kind_f1	Todesursache sei in den meisten Fällen ein `` Mangel an Pflege Wasser und Nahrung '' sagte Machel zur Eröffnung einer Konferenz der UN zu den Auswirkungen kriegerischer Konflikte auf 	Kinderkeywordtag 	
Kind_f2	So seien allein in West- und Zentralafrika fünf Millionen 	Kinderkeywordtag 	infolge der Kriege von ihren Eltern getrennt und in die Flucht getrieben worden 
Kind_f1	`` Daß 	Kinderkeywordtag 	nicht nur Opfer des Krieges sind sondern gezielt instrumentalisiert werden dokumentiert eine fundamentale Krise der Gesellschaft '' sagte Machel 
Kind_f1	So kämpfen in der westafrikanischen Republik Sierra Leone wo seit 1991 ein Bürgerkrieg tobt nach Auskunft des UN-Kinderhilfswerks Unicef etwa 2500 	Kinderkeywordtag 	und Jugendliche in der Armee oder bei den Rebellen 
Kind_f1	Im benachbarten Liberia seien während des Bürgerkrieges mehr als 6000 	Kinderkeywordtag 	als Soldaten mißbraucht worden 
Kind_f1	`` Wenn diese 	Kinderkeywordtag 	spielen ziehen sie Streichhölzer nicht um auszulosen wer die meisten Süßigkeiten essen darf sondern um festzulegen wer wen als Geisel nehmen darf '' berichtete die UN-Botschafterin 
Kind_f1	Der Verteidigungsminister der Elfenbeinküste Leon Konan Koffi appellierte angesichts der Ergebnisse der UN-Studie an die Konferenzteilnehmer konkrete Hilfsprogramme für die betroffenen 	Kinderkeywordtag 	zu beschließen und umzusetzen 
Kind_f1	Die Konferenz in Abidjan an der rund 50 Regierungsvertreter und 	Kinderkeywordtag 	aus 13 Ländern teilnehmen dauert bis Freitag 
Kind_f1	Zuerst kicherten nur einige 	Kinderkeywordtag 	doch schon nach kurzer Zeit gluckste der gesamte Klassenraum 
Kind_f1	Untersuchungen zufolge lächeln 	Kinderkeywordtag 	im Durchschnitt 400mal am Tag Erwachsene nur noch 15mal 
Kind_f1	Das Lachen als Steigerungsform des Lächelns ist bei 	Kindernkeywordtag 	noch 150mal täglich zu hören 
Kind_f1	Holden sieht es als `` eine der traurigsten Sachen '' an daß 	Kindernkeywordtag 	im ersten Schulalter das Lachen abgewöhnt wird 
Kind_f1	`` Bis zur siebten Klasse lernen 	Kinderkeywordtag 	was sie brauchen '' titelte die FR 12. Oktober und die Bild-Zeitung schaffte es Heymanns 430seitige Schrift in vier Sätzen wiederzugeben 
Kind_f1	Als vor zwei Wochen zum dritten Mal das Bafög-Telefon bei der Frankfurter Rundschau klingelte mußten die vier Experten der Gewerkschaft Erziehung und Wissenschaft Dieter Dohmen Udo Gödermann Enno Onnen und Renate Hakvoort anschließend resümieren daß die meisten Eltern und ihrekeywordtag 	Kinderkeywordtag 	in Ausbildung der staatlichen Ausbildungsförderung in Form des Bafög keine besondere Bedeutung mehr beimessen 
Kind_f1	Die Anrufer und Anruferinnen zeigten sich verunsichert und sorgten sich um die eigenen Ausbildungschancen oder die ihrerkeywordtag 	Kinderkeywordtag 	
Kind_f1	die Zahl der 	Kinderkeywordtag 	die an den Hochschulen studieren und aus einfachen Verhältnissen stammen hat sich in den letzten zwölf Jahren reduziert von 23 Prozent auf 14 Prozent 
Kind_f1	Beklemmend die Einblicke in ein kasachisches Straflager in dem kriminell gewordene 	Kinderkeywordtag 	und Jugendliche sinnlosem Drill und einer brutalen Hackordnung ausgeliefert sind 
Kind_f1	Zahlreiche Leute würden darüber hinaus eine Behandlung des posttraumatischen Stresses benötigen insbesondere 	Kinderkeywordtag 	die während mehr als 1300 Tagen und Nächten Belagerung und Beschießung erlebten 
Kind_f1	Ihre Delegationen einigten sich nach viermonatigen Verhandlungen auf den Entwurf eines Rahmenabkommens das dem Vater oder der Mutter eines 	Kindeskeywordtag 	von bis zu acht Jahren mindestens drei Monate unbezahlten Urlaub zugesteht 
Kind_f1	In Afrika starben 500 000 	Kinderkeywordtag 	an den Folgen von Kriegen 
Kind_f1	Rund eine halbe Million 	Kinderkeywordtag 	sind im vergangenen Jahr an den Folgen von Kriegen in Afrika gestorben 
Kind_f1	An die entsetzliche Not ruandischerkeywordtag 	Kinderkeywordtag 	erinnerte gleichzeitig das UN-Kinderhilfswerk Unicef 
Kind_f1	Todesursache sei in den meisten Fällen ein `` Mangel an Pflege Wasser und Nahrung '' sagte Graca Machel ehemalige Erziehungsministerin Mosambiks zur Eröffnung einer UN-Konferenz über die Auswirkungen kriegerischer Konflikte auf 	Kinderkeywordtag 	in Abidjan in der Elfenbeinküste 
Kind_f1	Allein in West- und Zentralafrika seien fünf Millionen 	Kinderkeywordtag 	infolge von Kriegen von ihren Eltern getrennt und in die Flucht getrieben worden 
Kind_f1	`` Daß 	Kinderkeywordtag 	nicht nur Opfer des Kriegs sind sondern dort gezielt instrumentalisiert werden dokumentiert eine fundamentale Krise unserer Gesellschaft '' sagte Machel 
Kind_f1	In der westafrikanischen Republik Sierra Leone zum Beispiel wo seit 1991 Bürgerkrieg geführt wird werden nach Informationen des UN-Kinderhilfswerks Unicef etwa 2500 	Kinderkeywordtag 	und Jugendliche in der Armee oder von den Rebellenverbänden als Soldaten mißbraucht 
Kind_f1	Im benachbarten Liberia seien während des Bürgerkriegs mehr als 6000 	Kinderkeywordtag 	als Soldaten mißbraucht worden 
Kind_f1	`` Wenn diese 	Kinderkeywordtag 	spielen ziehen sie Streichhölzer nicht um auszulosen wer die meisten Süßigkeiten essen darf sondern um festzulegen wer wen als Geisel nehmen darf '' berichtete die UN-Botschafterin 
Kind_f1	Der Verteidigungsminister der Elfenbeinküste Leon Konan Koffi appellierte angesichts der UN-Studie an die Konferenzteilnehmer konkrete Hilfsprogramme für die betroffenenkeywordtag 	Kinderkeywordtag 	zu beschließen und umzusetzen 
Kind_f1	Die Konferenz in Abidjan an der rund 50 Regierungsvertreter und 	Kinderkeywordtag 	aus 13 Ländern teilnehmen dauert noch bis zum Freitag 
Kind_f1	Unicef versuche daher die Prozeßvorbereitungen für die 	Kinderkeywordtag 	zu beschleunigen denen Beteiligung am Völkermord vorgeworfen wird 
Kind_f1	Ihre Rückkehr werde erschwert da es weiter Versuche gebe die 	Kinderkeywordtag 	wieder zu bewaffnen 
Kind_f2	Die Freidemokraten und eine kleine Gruppe von Unionsabgeordneten fordern in der Bundesrepublik geborenen 	Kindernkeywordtag 	von Ausländern zusätzlich zur Staatsangehörigkeit der Eltern die deutsche Staatsangehörigkeit mit allen daran geknüpften Rechten zu gewähren 
Kind_f2	Danach sollen hier geborene 	Kinderkeywordtag 	von Nichtdeutschen statt eines deutschen Passes in ihren Ausweispapieren den Zusatz Kinderstaatszugehörige erhalten 
Kind_f1	In dem Lager fehlten Wasser und Nahrung die sanitären Verhältnisse seien katastrophal die Zelte böten 	Kindernkeywordtag 	und Alten keinen Schutz hieß es in der Erklärung 
Kind_f1	An Bord der zweimotorigen Focker 27 waren laut Medienberichten auch 13 	Kinderkeywordtag 	
Kind_f1	Die mit 5000 Mark dotierte Auszeichnung wird von Anna Seghers 	Kindernkeywordtag 	Ruth und Pierre Radvanyi am 16. November in Berlin übergeben 
Kind_f1	In dem Lager fehlten Wasser und Nahrungsmittel die sanitären Verhältnisse seien katastrophal und die Zelte böten insbesondere 	Kindernkeywordtag 	und älteren Menschen nicht genügend Schutz hieß es in einer am Mittwoch veröffentlichten Erklärung 
Kind_f1	Bei einer Tagung seines Hauptausschusses in Freiburg verwies Präsident Gerhard Seiler CDU-Oberbürgermeister von Karlsruhe auf Überlegungen der CDU CSU in Bonn daß die Gemeinden für jene 	Kinderkeywordtag 	denen am 1. Januar 1996 kein Kindergartenplatz bereitgestellt werden könne ein anderes Betreuungsangebot machen 
Kind_f1	Seine Zustimmung die Vermögenserklärung zu veröffentlichen machte der sozialdemokratische Spitzenkandidat davon abhängig daß auch der Konkurrent um das Präsidentenamt Lech Walesa seine Vermögensverhältnisse einschließlich der seinerkeywordtag 	Kinderkeywordtag 	offenlege 
Kind_f1	Das Ehepaar Bonk welches sich seit sechs Jahren 	Kinderkeywordtag 	wünschte hatte sich nach den Auskünften der Ärzte auf Drillinge eingerichtet 
Kind_f1	Vater Bernard Bonk ein gelernter Schlosser der in der Landwirtschaft seines Schwiegervaters mithilft reagierte zunächst mit einem leichten Schock als er die wahre Anzahl seinerkeywordtag 	Kinderkeywordtag 	erfuhr 
Kind_f1	`` Gerade hatten wir uns überlegt wie wir die Bettchen für drei 	Kinderkeywordtag 	in unserer Zwei-Zimmer-Wohnung aufstellen werden wie sollen wir das mit fünfen nur schaffen '' fragte er sich 
Kind_f2	Aufgrund des Medienrummels um die Kinderkeywordtag sind die Eltern noch nicht dazu gekommen Namen für die 	Kinderkeywordtag 	auszuwählen 
Kind_f1	Mehrere Verwandte darunter 	Kinderkeywordtag 	seien beim Vorgehen der Armee getötet worden 
Kind_f1		Kinderkeywordtag 	als Lockvögel beim Zigarettenkauf 
Kind_f1	In vier Wochen setzte die Behörde 20 	Kinderkeywordtag 	im Alter von zehn bis 15 Jahren in verdeckter Aktion ein 
Kind_f1	`` Die 	Kinderkeywordtag 	waren sehr erfolgreich und das ist beunruhigend '' sagte Steven Tobias von der texanischen Gesundheitsbehörde in Austin am Donnerstag 
Kind_f1	Nach Angaben der texanischen Kommission zum Alkohol- und Drogenmißbrauch fangen in den USA jeden Tag 3000 	Kinderkeywordtag 	im Alter von 14 Jahren mit dem Rauchen an 
Kind_f2		Kinderkeywordtag 	von Bürgerkriegsflüchtlingen die in Deutschland zur Schule gehen können künftig mit ihrer Klasse ins Ausland fahren ohne daß ihnen die Wiedereinreise verwehrt wird 
Kind_f1	Konsolidierung ist auch zwingend für das Erhalten der Selbstbestimmungsmöglichkeiten unsererkeywordtag 	Kinderkeywordtag 	und Enkel denn Finanzen sind dafür nicht weniger unverzichtbare Ressourcen als etwa Natur 
Kind_f1	Erwachsene zahlen 15 Mark 	Kinderkeywordtag 	elf Mark Eintritt 
Kind_f1	Erwachsene zahlen 15 Mark 	Kinderkeywordtag 	elf Mark Eintritt 
Kind_f1	Werkeywordtag einen Zuchthaushof als Spielplatz hatte und schon alskeywordtag 	Kindkeywordtag 	alte Mörder an die frische Luft führen mußte wie Grabbe sich erinnerte muß wohl auf andere Gedanken kommen als wenn er nur in einem Palast oder einem Studierzimmer gesessen hat 
Kind_f3	das veränderte Potential rekrutierte sich aber noch aus den `` 	Kindernkeywordtag 	'' des ursprünglichen Organisationsmilieus die als Angestellte und Beamte besonders im öffentlichen Dienst ein neues `` Karrierefeld '' fanden 
Kind_f1	In diesen wird aber teilweise so wenig verdient daß zum Beispiel alleinstehende Mütter mit 	Kindernkeywordtag 	zuweilen nicht einmal über das notwendige Mindesteinkommen verfügen also Armutsrisiken bestehen 
Kind_f1	Obwohl die FDP und Teile der CDU eine weitergehende Reform des Staatsbürgerschaftsrechts für hier geborene 	Kinderkeywordtag 	von Ausländern fordern hält Bundesinnenminister Manfred Kanther CDU am Modell einer sogenannten Kinderstaatszugehörigkeit fest 
Kind_f2	Der Minister will den 	Kindernkeywordtag 	einen deutschen Personalausweis gewähren ihnen jedoch nicht den Status als Deutsche einräumen 
Kind_f1		Kinderkeywordtag 	überwachen Tabakgesetze 
Kind_f1	In den vergangenen vier Wochen setzte die Behörde 20 	Kinderkeywordtag 	im Alter von zehn bis 15 Jahren in verdeckter Aktion ein 
Kind_f1	`` Die 	Kinderkeywordtag 	waren sehr erfolgreich und das ist beunruhigend '' sagte Steven Tobias von der texanischen Gesundheitsbehörde in Austin am Donnerstag 
Kind_f1	Nach Angaben der texanischen Kommission zu Alkohol- und Drogenmißbrauch '' fangen in den USA täglich 3000 	Kinderkeywordtag 	im Alter von 14 Jahren das Rauchen an 
Kind_f2	Um Familien mit 	Kindernkeywordtag 	nicht zusätzlich zu belasten wird eine Neuordnung des Familienlastenausgleichs und des Steuerrechts erwartet 
Kind_f1	Einer meldete sich mit dem Aufschrei wie er denn den `` fürchterlichen '' Musikvorlieben seiner Klasse oder auch seinerkeywordtag eigenen 	Kinderkeywordtag 	begegnen solle er erwartete von den Referenten wörtlich geeignete `` Richtlinien '' 
Kind_f1	Das Land funktioniert der Staat ist solide die Gesellschaft handelt d. h. die Frauen gehen ihren Beschäftigungen nach die 	Kinderkeywordtag 	gehen zur Schule und die Männer arbeiten 
Kind_f3	Bisher hätten sie jedoch immer noch unter Ausbeutung unzureichender gesundheitlicher Versorgung und dem Ausschluß der 	Kinderkeywordtag 	vom Schulunterricht zu leiden sagte der ausländerpolitische Sprecher der SPD im bayerischen Landtag Klaus Hahnzog 
Kind_f1	Der Präsident kann sich dabei auf der politisch sicheren Seite fühlen seit jüngste Umfragen seine steigende Popularität belegen und die Zustimmung zu der harten Fiskal-Politik der Republikaner in dem Maße gesunken ist in dem den Menschen klar wurde daß die Kürzungen und Einschnitte vor allem 	Kinderkeywordtag 	Jugendliche und ältere Leute sowie die Bezieher niedriger Einkommen besonders hart treffen würden 
Kind_f1	Denn als Sahlin die nach den höchsten Ämtern in Partei und Regierung strebte wegen des Mißbrauchs staatlicher Kreditkarten für private Zwecke zur Rechenschaft gezogen wurde nutzte sie ihren hektischen Alltag als Politikerin und Mutter von drei 	Kindernkeywordtag 	wirkungsvoll zu ihrer Verteidigung 
Kind_f1	Wenn sie nach nächtlichen Sitzungen Reisen Konferenzen Verhandlungen Großeinkauf und Essenmachen auch mal ein bißchen Zeit hatte habe sie lieber mit den 	Kindernkeywordtag 	Halma gespielt als sich um ihre Abrechnungen zu kümmern bekannte Mona Sahlin 
Kind_f1	Ein Erwachsener in Deutschland sitzt täglich 2,8 Stunden vor dem TV-Apparat 	Kindkeywordtag 	1,7 Stunden und hält es dort also deutlich länger als der Durchschnittseuropäer zwei Stunden aus 
Kind_f1	Diese Zeit geht vor allem 	Kindernkeywordtag 	verloren denn jede Stunde mehr vor dem TV bedeutet eine Stunde weniger mit Freunden oder der Familie mit möglicherweise negativen Folgen für die individuelle und soziale Entwicklung 
Kind_f1	Dazu gehören deutscher und botanischer Name Gewinnungsverfahren und zugrunde liegender Pflanzenteil Ursprungsland Chargennummer Haltbarkeitsdatum und Warnhinweise daß das Öl vor 	Kindernkeywordtag 	zu schützen ist und nur zur Beduftung verwendet werden sollte 
Kind_f1	Dieser übernimmt zusammen mit seinenkeywordtag drei 	Kindernkeywordtag 	die alleinige Kontrolle über den Konzern 
Kind_f1	Boykottdrohungen und erste Tankstellen-Proteste in England hatten das mittlerweile gebrannte 	Kindkeywordtag 	der Ölindustrie in eine mittlere Panik versetzt 
Kind_f1	So dürfe nicht ein Pole abgeschoben werden der vor neun Jahren vor dem Kommunismus geflohen sei und dessenkeywordtag 	Kinderkeywordtag 	hier geboren seien 
Kind_f1		Kinderkeywordtag 	
Kind_f1	Von den befragten acht bis 13 Jahre alten 	Kindernkeywordtag 	beklagten sich über die Hälfte 57 Prozent darüber daß ihr Vater zu wenig 46 Prozent oder überhaupt nicht elf Prozent mit ihnen spielt 
Kind_f1	Jedes vierte 	Kindkeywordtag 	gab bei der Befragung von insgesamt 5000 Personen an daß sich sein Vater zu wenig 21 Prozent oder überhaupt nicht drei Prozent mit ihm unterhält 
Kind_f1	Jeder dritte Vater 35 Prozent helfe seinenkeywordtag 	Kindernkeywordtag 	nie bei den Hausaufgaben 
Kind_f1	Immerhin Die große Mehrheit 79 Prozent der 	Kinderkeywordtag 	sagt ihr Vater habe Verständnis wenn sie mit Problemen zu ihm kommen 
Kind_f1	Patricia Madigan und ihr Forschungsteam vom Nationalen Krebs-Institut der USA in Bethesda zählt dazu Kinderlosigkeit die Geburt des ersten 	Kindeskeywordtag 	nach dem 19. Lebensjahr ein hohes Einkommen und ein an Krebs erkrankter Verwandter ersten Grades 
Kind_f1	Das hängt wohl damit zusammen daß diese Frauen meist länger und besser ausgebildet häufig 	Kinderkeywordtag 	erst relativ spät gebären oder ganz auf Nachwuchs verzichten 
Kind_f1	Durch unsere Hartnäckigkeit trotz allen Leidens haben wir bewiesen daß wir die wirkliche `` Mutter des 	Kindeskeywordtag 	'' sind wie im bekannten Fall vor König Salomon 
Kind_f1	Bei einem Bombenanschlag im Osten Algeriens sind am Dienstag nach Angaben von Augenzeugen mindestens ein Mann getötet und fünf 	Kinderkeywordtag 	verletzt worden 
Kind_f1	Doch dann habe er sich fragen müssen wie lange er das alles aushalte und seinekeywordtag 	Kinderkeywordtag 	hätten ihn gefragt `` Warum machst du das alles '' 
Kind_f1		Kinderkeywordtag 	und Jugendliche trifft die Armut stärker als alte Menschen 
Kind_f1	Unter dem Titel `` Armut 	Kinderkeywordtag 	und die Politik Antworten für eine lichtere Zukunft '' machen die Autoren die zu schnelle Einführung der Marktwirtschaft dafür verantwortlich 
Kind_f1		Kinderkeywordtag 	und Jugendliche seien von der Verschlechterung der Lage in der Regel stärker betroffen als alte Menschen 
Kind_f1	Allein in Moskau gebe es 60 000 	Kinderkeywordtag 	und Jugendliche die kein Dach über dem Kopf haben 
Kind_f1	Trotz der vielen Fehler und Unzulänglichkeiten die das frühere System gehabt habe sei eine Rückkehr zu manchen Formen der sozialen Sicherung besonders bei der 	Kinder-keywordtag 	und Jugendfürsorge wünschenswert 
Kind_f1	Mit dem Geld werden Hilfsprojekte für 	Kinderkeywordtag 	in über 140 Ländern finanziert 
Kind_f1	Die Grenze für eine solche Regelung sollte bei acht Jahren und bei fünf Jahren für diejenigen liegen die in Deutschland minderjährige 	Kinderkeywordtag 	versorgen sagte Hirsch 
Kind_f1	Mehr als die Hälfte aller Flüchtlinge auf der Welt sindkeywordtag Jugendliche oder 	Kinderkeywordtag 	
Kind_f1	Die Situation der 	Kinderkeywordtag 	werde häufig durch eine Trennung von ihren Eltern verschlimmert 
Kind_f1	Zwei bis fünf Prozent der Menschen auf der Flucht seienkeywordtag unbegleitetekeywordtag 	Kinderkeywordtag 	
Kind_f2	Die Hilfsorganisation warnte vor gutgemeinten Aktionen die die 	Kinderkeywordtag 	von ihren Eltern trennt 
Kind_f1	So seien beispielsweise im ehemaligen Jugoslawien 	Kinderkeywordtag 	in Drittstaaten gebracht worden bevor ernsthaft versucht worden sei ihre Eltern zu finden 
Kind_f1	Durch Wut und Empörung aus ethischen Normen oder aus Angst um die eigene und die Zukunft der 	Kinderkeywordtag 	durch intellektuell gewonnene Einsichten oder von persönlichen Interessen motiviert beginnen dann Menschen jenseits der traditionellen politischen Strukturen sich eigene Kompetenz anzueignen und die monopolistische Definitionsmacht von einigen wenigen `` Spezialisten '' in ganz konkreten Punkten aufzubrechen in Fragen der Atomenergie der Stationierung neuer Waffensysteme der Gentechnologie der Atommüll-Lagerung der Müllverbrennung etc 
Kind_f1	Im Frühkapitalismus wurde die ökonomische Expansion vor allem durch die Verlängerung der Arbeitszeit und den Einsatz von Frauen und 	Kindernkeywordtag 	in den Manufakturen und Bergwerken erkauft also durch Aufzehren menschlicher Ressourcen 
Kind_f1	`` Eine Pädagogik vom 	Kindekeywordtag 	aus '' so die landläufige Meinung vertrete die berühmte italienische Ärztin und Anthropologin Maria Montessori die von 1870 bis 1952 lebte 
Kind_f1	Die Forderung `` vom 	Kindekeywordtag 	aus '' zu denken inzwischen fast hundert Jahre alt wurde zum Schlagwort für die pädagogischen Reformversuche gegen Ende des 19. und im ersten Drittel des 20. Jahrhunderts in Europa und in Nordamerika 
Kind_f2	`` Kinderkeywordtag sind anders Maria Montessoris Bild vom 	Kindekeywordtag 	auf dem Prüfstand '' hieß deshalb ein Kongreß der kürzlich in Berlin stattfand veranstaltet von der Deutschen Montessori-Gesellschaft anläßlich ihres 70jährigen Bestehens 
Kind_f1		Kinderkeywordtag 	sind anders als Erwachsene und anders als Erwachsene oft meinen aber wie sind sie eigentlich 
Kind_f2	Man dürfe nicht glauben mit dem Begriff `` von Kindekeywordtag aus '' das 	Kindkeywordtag 	gleichsam `` pur '' zu haben warnte Marian Heitger Erziehungswissenschaftler an der Universität Wien 
Kind_f1	`` Kindgemäß bedeutet ja immer daß ich als Erwachsener interpretiere was dem 	Kindkeywordtag 	gemäß ist '' 
Kind_f2	Dem Kindkeywordtag kommt zwar in der Pädagogik Montessoris `` eine bestimmte Würde und Achtung und alles dies zu '' aber unbeachtet bleibt `` daß ja das 	Kindkeywordtag 	in der Situation steht sein Leben als Aufgabe begreifen und gestalten zu müssen '' 
Kind_f1	Da würde Maria Montessori vermutlich in gewisser Weise zustimmen stellt sie sich doch ausdrücklich auf die Seite des 	Kindeskeywordtag 	in seinem Kampf gegen den `` allmächtigen '' Erwachsenen 
Kind_f1	Woher aber kommen die Normen die in der besseren neuen 	Kinder-keywordtag 	Welt gelten sollen 
